Order ID,Customer ID,Product Category,Order Date,Quantity Ordered,Order Status,Manufacturer Price,Sale Price,Sales Agent,Return Reason
1101,1334,Clothing,2022-10-06,10,Cancelled,1375,1683,Brian,Defective
1102,1335,Electronics,2022-10-03,5,Delivered,1180,1414,Priscilla,
1103,1336,Books,2022-10-27,3,Delivered,1180,1508,Kelly,
1104,1337,Pets,2022-10-17,6,Delivered,235,301,Daniel,
1105,1338,Clothing,2022-10-20,15,Delivered,170,214,Kelly,
1106,1339,Electronics,2022-10-03,16,Shipped,755,948,Brian,
1107,1340,Electronics,2022-10-21,20,In Transit,1250,1377,Brian,
1108,1341,Home & Kitchen,2022-10-13,8,Delivered,565,664,Daniel,
1109,1342,Sports & Outdoors,2022-10-24,1,Cancelled,795,987,Priscilla,Defective
1110,1343,Electronics,2022-10-21,1,Delivered,860,946,Daniel,
1111,1344,Sports & Outdoors,2022-10-23,20,Delivered,125,160,Kelly,
1112,1345,Clothing,2022-10-24,2,Delivered,425,536,Priscilla,
1113,1346,Home & Kitchen,2022-10-26,12,Cancelled,1330,1641,Priscilla,Late Delivery
1114,1347,Personal Care,2022-10-20,11,Shipped,400,461,Terrence,
1115,1348,Home & Kitchen,2022-10-03,17,Delivered,1250,1456,Kelly,
1116,1349,Books,2022-10-03,20,Shipped,455,502,Kelly,
1117,1350,Pets,2022-10-21,5,Cancelled,1320,1669,Terrence,Late Delivery
1118,1351,Books,2022-10-23,15,Shipped,1260,1626,Kelly,
1119,1352,Personal Care,2022-10-06,20,Shipped,635,781,Kelly,
1120,1353,Pets,2022-10-30,6,Delivered,1075,1208,Brian,
1121,1354,Books,2022-10-06,17,Delivered,1095,1393,Daniel,
1122,1355,Personal Care,2022-10-04,19,Delivered,900,1163,Kelly,
1123,1356,Electronics,2022-10-25,15,Delivered,1410,1759,Priscilla,
1124,1357,Clothing,2022-10-07,6,Shipped,185,228,Terrence,
1125,1358,Personal Care,2022-10-12,9,Shipped,110,132,Terrence,
1126,1359,Pets,2022-10-03,1,Delivered,1495,1935,Daniel,
1127,1360,Sports & Outdoors,2022-10-03,1,Cancelled,815,912,Daniel,Defective
1128,1361,Electronics,2022-10-03,20,Delivered,385,480,Priscilla,
1129,1362,Sports & Outdoors,2022-10-07,1,Shipped,1485,1911,Kelly,
1130,1363,Sports & Outdoors,2022-10-14,20,Shipped,1135,1388,Priscilla,
1131,1364,Pets,2022-10-05,19,Delivered,990,1227,Terrence,
1132,1365,Personal Care,2022-10-02,7,Delivered,1490,1857,Daniel,
1133,1366,Pets,2022-10-28,13,Delivered,1245,1443,Kelly,
1134,1367,Home & Kitchen,2022-10-10,5,Shipped,820,1061,Priscilla,
1135,1368,Home & Kitchen,2022-10-26,10,Delivered,800,984,Daniel,
1136,1369,Pets,2022-10-09,1,Delivered,145,176,Terrence,
1137,1370,Pets,2022-10-14,13,Delivered,145,169,Priscilla,
1138,1371,Books,2022-10-03,3,Cancelled,145,160,Brian,Unsatisfied
1139,1372,Home & Kitchen,2022-10-18,8,Delivered,690,783,Brian,
1140,1373,Clothing,2022-10-17,12,Delivered,1005,1219,Kelly,
1141,1374,Clothing,2022-10-18,11,Cancelled,825,942,Kelly,Unsatisfied
1142,1375,Personal Care,2022-10-22,1,Delivered,920,1188,Kelly,
1143,1376,Personal Care,2022-10-19,8,Shipped,1270,1538,Priscilla,
1144,1377,Books,2022-10-08,18,Delivered,945,1088,Kelly,
1145,1378,Pets,2022-10-24,5,Cancelled,495,608,Brian,Received Wrong Item
1146,1379,Personal Care,2022-10-03,12,Delivered,1270,1588,Brian,
1147,1380,Clothing,2022-10-14,2,Shipped,1220,1479,Kelly,
1148,1381,Home & Kitchen,2022-10-30,4,Delivered,1260,1469,Priscilla,
1149,1382,Sports & Outdoors,2022-10-01,11,Shipped,245,277,Terrence,
1150,1383,Personal Care,2022-10-23,8,Cancelled,45,55,Terrence,Unsatisfied
1151,1384,Pets,2022-10-20,1,Shipped,45,53,Terrence,
1152,1385,Books,2022-10-11,8,Delivered,1185,1419,Brian,
1153,1386,Personal Care,2022-10-19,12,Shipped,640,708,Priscilla,
1154,1387,Clothing,2022-10-16,7,Delivered,980,1186,Daniel,
1155,1388,Personal Care,2022-10-16,17,Shipped,230,262,Daniel,
1156,1389,Books,2022-10-24,14,Shipped,180,216,Kelly,
1157,1390,Personal Care,2022-10-03,11,Shipped,220,254,Daniel,
1158,1391,Sports & Outdoors,2022-10-16,12,In Transit,1230,1594,Daniel,
1159,1392,Clothing,2022-10-16,2,Shipped,1230,1492,Priscilla,
1160,1393,Personal Care,2022-10-04,20,Shipped,1235,1591,Terrence,
1161,1394,Books,2022-10-06,17,Shipped,785,921,Priscilla,
1162,1395,Sports & Outdoors,2022-10-23,9,Shipped,1420,1787,Kelly,
1163,1396,Home & Kitchen,2022-10-30,4,Shipped,1260,1495,Priscilla,
1164,1397,Pets,2022-10-24,2,Delivered,855,1007,Daniel,
1165,1398,Books,2022-10-23,12,Delivered,1495,1757,Priscilla,
1166,1399,Clothing,2022-10-30,11,Shipped,1270,1630,Priscilla,
1167,1400,Clothing,2022-10-02,11,Delivered,330,424,Daniel,
1168,1401,Sports & Outdoors,2022-10-20,20,In Transit,565,693,Terrence,
1169,1402,Books,2022-10-04,9,In Transit,315,348,Priscilla,
1170,1403,Electronics,2022-10-08,18,Delivered,1295,1641,Daniel,
1171,1404,Electronics,2022-10-28,11,Delivered,1015,1203,Brian,
1172,1405,Home & Kitchen,2022-10-01,12,Delivered,1255,1596,Terrence,
1173,1406,Clothing,2022-10-22,16,Shipped,1385,1741,Brian,
1174,1407,Personal Care,2022-10-02,1,Shipped,830,933,Kelly,
1175,1408,Home & Kitchen,2022-10-03,6,Shipped,1295,1593,Daniel,
1176,1409,Home & Kitchen,2022-10-20,8,Cancelled,330,426,Kelly,Unsatisfied
1177,1410,Home & Kitchen,2022-10-25,2,Delivered,715,896,Terrence,
1178,1411,Electronics,2022-10-29,14,Delivered,520,605,Priscilla,
1179,1412,Electronics,2022-10-31,8,Shipped,1410,1684,Brian,
1180,1413,Personal Care,2022-10-30,20,Delivered,1375,1773,Priscilla,
1181,1414,Home & Kitchen,2022-10-24,15,Shipped,700,904,Brian,
1182,1415,Clothing,2022-10-19,2,Delivered,15,17,Priscilla,
1183,1416,Pets,2022-10-19,16,Shipped,455,514,Terrence,
1184,1417,Clothing,2022-10-14,9,In Transit,110,122,Kelly,
1185,1418,Clothing,2022-10-04,11,Shipped,820,976,Daniel,
1186,1419,Pets,2022-10-02,7,Delivered,880,1049,Kelly,
1187,1420,Personal Care,2022-10-09,9,Delivered,60,74,Terrence,
1188,1421,Sports & Outdoors,2022-10-31,1,Delivered,160,196,Priscilla,
1189,1422,Electronics,2022-10-27,9,Shipped,680,825,Kelly,
1190,1423,Pets,2022-10-12,14,In Transit,515,632,Brian,
1191,1424,Home & Kitchen,2022-10-30,5,Cancelled,730,843,Kelly,Unsatisfied
1192,1425,Home & Kitchen,2022-10-08,5,Cancelled,470,517,Kelly,Defective
1193,1426,Books,2022-10-29,19,Delivered,1075,1231,Priscilla,
1194,1427,Electronics,2022-10-02,19,Delivered,825,1014,Kelly,
1195,1428,Clothing,2022-10-12,4,Delivered,950,1128,Kelly,
1196,1429,Pets,2022-10-24,16,In Transit,920,1145,Brian,
1197,1430,Sports & Outdoors,2022-10-27,18,Shipped,940,1072,Daniel,
1198,1431,Sports & Outdoors,2022-10-31,20,Shipped,490,552,Priscilla,
1199,1432,Sports & Outdoors,2022-10-16,3,In Transit,825,1021,Brian,
1200,1433,Books,2022-10-08,4,Shipped,1405,1644,Brian,
1201,1434,Clothing,2022-10-14,17,Cancelled,555,614,Terrence,Unsatisfied
1202,1435,Personal Care,2022-10-14,9,Cancelled,715,919,Terrence,Defective
1203,1436,Sports & Outdoors,2022-10-19,12,Shipped,350,404,Priscilla,
1204,1437,Electronics,2022-10-21,13,Cancelled,725,812,Kelly,Defective
1205,1438,Clothing,2022-10-05,9,Delivered,1270,1465,Priscilla,
1206,1439,Electronics,2022-10-22,12,Cancelled,1430,1769,Brian,Received Wrong Item
1207,1440,Pets,2022-10-08,3,Shipped,340,396,Daniel,
1208,1441,Clothing,2022-10-04,11,Shipped,880,973,Daniel,
1209,1442,Home & Kitchen,2022-10-06,1,Shipped,370,432,Brian,
1210,1443,Pets,2022-10-24,6,Shipped,680,841,Brian,
1211,1444,Personal Care,2022-10-03,12,Shipped,1200,1546,Brian,
1212,1445,Books,2022-10-10,6,Shipped,510,651,Terrence,
1213,1446,Home & Kitchen,2022-10-21,9,Delivered,455,589,Priscilla,
1214,1447,Electronics,2022-10-24,19,Shipped,1050,1185,Terrence,
1215,1448,Personal Care,2022-10-22,16,Delivered,230,294,Terrence,
1216,1449,Pets,2022-10-10,5,Delivered,245,274,Priscilla,
1217,1450,Pets,2022-10-15,3,Shipped,685,783,Daniel,
1218,1451,Pets,2022-10-27,9,Delivered,515,610,Priscilla,
1219,1452,Personal Care,2022-10-05,4,Cancelled,1405,1623,Brian,Defective
1220,1453,Sports & Outdoors,2022-10-28,6,Delivered,980,1247,Priscilla,
1221,1454,Books,2022-10-05,19,Cancelled,690,783,Daniel,Unsatisfied
1222,1455,Electronics,2022-10-28,13,In Transit,210,239,Terrence,
1223,1456,Electronics,2022-10-04,20,Cancelled,855,1011,Priscilla,Late Delivery
1224,1457,Sports & Outdoors,2022-10-17,12,Delivered,210,240,Terrence,
1225,1458,Sports & Outdoors,2022-10-20,13,Shipped,1315,1553,Priscilla,
1226,1459,Home & Kitchen,2022-10-30,2,Shipped,530,685,Priscilla,
1227,1460,Books,2022-10-03,8,Delivered,310,393,Terrence,
1228,1461,Electronics,2022-10-12,1,Shipped,1280,1566,Kelly,
1229,1462,Clothing,2022-10-07,20,Shipped,100,125,Brian,
1230,1463,Home & Kitchen,2022-10-17,3,Cancelled,535,644,Kelly,Late Delivery
1231,1464,Personal Care,2022-10-12,10,In Transit,455,551,Brian,
1232,1465,Pets,2022-10-17,16,Shipped,10,12,Priscilla,
1233,1466,Clothing,2022-10-15,2,Delivered,1305,1470,Brian,
1234,1467,Clothing,2022-10-24,8,Delivered,1040,1345,Kelly,
1235,1468,Clothing,2022-10-22,14,Delivered,495,612,Kelly,
1236,1469,Books,2022-10-23,9,Delivered,280,354,Priscilla,
1237,1470,Personal Care,2022-10-04,15,Cancelled,925,1153,Brian,Quality Issue
1238,1471,Pets,2022-10-09,2,Shipped,155,177,Priscilla,
1239,1472,Clothing,2022-10-28,20,Shipped,850,1000,Daniel,
1240,1473,Electronics,2022-10-08,11,Cancelled,1395,1733,Kelly,Late Delivery
1241,1474,Home & Kitchen,2022-10-22,18,Delivered,470,539,Daniel,
1242,1475,Clothing,2022-10-05,8,Cancelled,125,161,Daniel,Unsatisfied
1243,1476,Personal Care,2022-10-28,7,Delivered,1495,1762,Brian,
1244,1477,Clothing,2022-10-11,7,Delivered,440,540,Priscilla,
1245,1478,Pets,2022-10-19,14,Delivered,860,1105,Terrence,
1246,1479,Clothing,2022-10-14,14,In Transit,480,570,Brian,
1247,1480,Home & Kitchen,2022-10-16,6,Shipped,1175,1377,Terrence,
1248,1481,Sports & Outdoors,2022-10-02,5,In Transit,435,485,Daniel,
1249,1482,Electronics,2022-10-25,1,Delivered,800,1023,Priscilla,
1250,1483,Electronics,2022-10-22,11,Shipped,430,481,Kelly,
1251,1484,Pets,2022-10-01,1,Shipped,415,500,Kelly,
1252,1485,Clothing,2022-10-09,19,Shipped,175,211,Kelly,
1253,1486,Books,2022-10-04,5,Shipped,865,1002,Kelly,
1254,1487,Personal Care,2022-10-03,2,Shipped,200,231,Brian,
1255,1488,Clothing,2022-10-04,12,Shipped,165,184,Priscilla,
1256,1489,Electronics,2022-10-02,2,In Transit,80,92,Daniel,
1257,1490,Books,2022-10-13,12,Shipped,970,1252,Daniel,
1258,1491,Clothing,2022-10-18,1,Delivered,255,311,Terrence,
1259,1492,Pets,2022-10-14,10,Shipped,610,764,Kelly,
1260,1493,Sports & Outdoors,2022-10-06,15,Shipped,145,187,Priscilla,
1261,1494,Electronics,2022-10-10,1,Delivered,1150,1377,Kelly,
1262,1495,Clothing,2022-10-25,2,Shipped,635,708,Kelly,
1263,1496,Personal Care,2022-10-23,13,Shipped,345,394,Terrence,
1264,1497,Electronics,2022-10-11,15,Shipped,530,642,Priscilla,
1265,1498,Home & Kitchen,2022-10-27,12,Delivered,740,871,Kelly,
1266,1499,Sports & Outdoors,2022-10-19,5,Shipped,1185,1436,Terrence,
1267,1500,Sports & Outdoors,2022-10-02,3,Delivered,1315,1592,Brian,
1268,1501,Sports & Outdoors,2022-10-28,11,Shipped,845,996,Terrence,
1269,1502,Electronics,2022-10-29,15,Delivered,750,944,Terrence,
1270,1503,Personal Care,2022-10-30,5,Cancelled,930,1096,Priscilla,Quality Issue
1271,1504,Pets,2022-10-31,9,Shipped,440,540,Daniel,
1272,1505,Electronics,2022-10-08,8,Delivered,1420,1650,Terrence,
1273,1506,Clothing,2022-10-25,9,Delivered,860,1037,Terrence,
1274,1507,Sports & Outdoors,2022-10-02,14,In Transit,1155,1440,Daniel,
1275,1508,Sports & Outdoors,2022-10-12,11,Cancelled,80,101,Brian,Received Wrong Item
1276,1509,Home & Kitchen,2022-10-16,3,Shipped,1355,1674,Kelly,
1277,1510,Electronics,2022-10-16,7,Shipped,925,1148,Kelly,
1278,1511,Books,2022-10-21,1,Delivered,1190,1538,Kelly,
1279,1512,Personal Care,2022-10-20,17,Shipped,455,509,Priscilla,
1280,1513,Personal Care,2022-10-26,10,Shipped,930,1058,Daniel,
1281,1514,Home & Kitchen,2022-10-18,20,Delivered,395,437,Kelly,
1282,1515,Personal Care,2022-10-23,14,Delivered,530,615,Brian,
1283,1516,Personal Care,2022-10-24,10,Shipped,1030,1211,Terrence,
1284,1517,Books,2022-10-20,4,Delivered,680,794,Brian,
1285,1518,Sports & Outdoors,2022-10-21,4,Cancelled,910,1177,Terrence,Late Delivery
1286,1519,Books,2022-10-05,13,Shipped,1270,1594,Daniel,
1287,1520,Electronics,2022-10-02,18,Delivered,265,328,Priscilla,
1288,1521,Pets,2022-10-24,20,Delivered,685,789,Brian,
1289,1522,Pets,2022-10-31,1,In Transit,390,477,Daniel,
1290,1523,Personal Care,2022-10-17,17,Delivered,465,526,Brian,
1291,1524,Clothing,2022-10-14,6,Shipped,1315,1623,Kelly,
1292,1525,Pets,2022-10-17,13,In Transit,1080,1271,Priscilla,
1293,1526,Electronics,2022-10-17,16,Delivered,805,980,Priscilla,
1294,1527,Books,2022-10-29,7,In Transit,1220,1402,Priscilla,
1295,1528,Sports & Outdoors,2022-10-19,5,Delivered,265,305,Kelly,
1296,1529,Home & Kitchen,2022-10-09,1,Shipped,300,353,Terrence,
1297,1530,Pets,2022-10-19,3,Delivered,1280,1642,Kelly,
1298,1531,Clothing,2022-10-08,16,Delivered,1215,1551,Brian,
1299,1532,Personal Care,2022-10-20,18,Delivered,960,1096,Priscilla,
1300,1533,Personal Care,2022-10-09,18,Shipped,240,286,Terrence,
1301,1534,Home & Kitchen,2022-10-30,20,Delivered,155,184,Daniel,
1302,1535,Books,2022-10-13,14,Cancelled,465,577,Brian,Received Wrong Item
1303,1536,Electronics,2022-10-26,8,Delivered,970,1219,Kelly,
1304,1537,Clothing,2022-10-15,19,Shipped,1325,1487,Daniel,
1305,1538,Home & Kitchen,2022-10-30,19,Shipped,1180,1327,Kelly,
1306,1539,Personal Care,2022-10-14,3,Delivered,1285,1507,Priscilla,
1307,1540,Books,2022-10-22,20,Delivered,790,1023,Priscilla,
1308,1541,Personal Care,2022-10-20,16,Shipped,715,891,Daniel,
1309,1542,Home & Kitchen,2022-10-26,19,Delivered,700,886,Terrence,
1310,1543,Electronics,2022-10-18,7,In Transit,105,120,Brian,
1311,1544,Books,2022-10-22,15,In Transit,760,927,Priscilla,
1312,1545,Clothing,2022-10-27,5,Delivered,1285,1433,Terrence,
1313,1546,Pets,2022-10-03,16,Delivered,480,615,Brian,
1314,1547,Pets,2022-10-11,13,Cancelled,245,311,Terrence,Defective
1315,1548,Books,2022-10-12,8,Delivered,1220,1483,Terrence,
1316,1549,Electronics,2022-10-17,11,Shipped,700,784,Terrence,
1317,1550,Pets,2022-10-25,18,Delivered,290,344,Daniel,
1318,1551,Clothing,2022-10-20,19,Delivered,970,1130,Daniel,
1319,1552,Electronics,2022-10-20,11,Delivered,1315,1455,Brian,
1320,1553,Sports & Outdoors,2022-10-04,18,Cancelled,320,398,Priscilla,Late Delivery
1321,1554,Electronics,2022-10-02,19,Shipped,1060,1231,Terrence,
1322,1555,Home & Kitchen,2022-10-03,4,Delivered,1375,1648,Priscilla,
1323,1556,Home & Kitchen,2022-10-21,12,In Transit,30,33,Kelly,
1324,1557,Sports & Outdoors,2022-10-28,10,Delivered,1050,1322,Priscilla,
1325,1558,Pets,2022-10-06,17,In Transit,1375,1782,Priscilla,
1326,1559,Books,2022-10-14,7,Shipped,950,1234,Daniel,
1327,1560,Clothing,2022-10-30,1,Cancelled,520,618,Kelly,Late Delivery
1328,1561,Home & Kitchen,2022-10-19,15,Cancelled,1270,1567,Daniel,Late Delivery
1329,1562,Electronics,2022-10-20,5,Delivered,595,677,Priscilla,
1330,1563,Home & Kitchen,2022-10-13,13,Shipped,215,255,Kelly,
1331,1564,Books,2022-10-19,1,Delivered,350,405,Brian,
1332,1565,Home & Kitchen,2022-10-23,13,Shipped,210,250,Priscilla,
1333,1566,Personal Care,2022-10-16,18,Shipped,125,146,Priscilla,
1334,1567,Electronics,2022-10-05,12,In Transit,1150,1376,Priscilla,
1335,1568,Home & Kitchen,2022-10-14,2,In Transit,965,1251,Daniel,
1336,1569,Clothing,2022-10-12,4,In Transit,1290,1444,Priscilla,
1337,1570,Books,2022-10-18,1,Shipped,1125,1336,Brian,
1338,1571,Pets,2022-10-29,7,Delivered,250,276,Priscilla,
1339,1572,Home & Kitchen,2022-10-05,19,Cancelled,425,510,Kelly,Defective
1340,1573,Clothing,2022-10-23,10,Cancelled,1440,1746,Brian,Received Wrong Item
1341,1574,Books,2022-10-12,3,Delivered,1125,1371,Daniel,
1342,1575,Home & Kitchen,2022-10-31,9,Shipped,90,110,Priscilla,
1343,1576,Electronics,2022-10-20,15,Delivered,1000,1236,Daniel,
1344,1577,Sports & Outdoors,2022-10-06,14,Shipped,810,974,Terrence,
1345,1578,Home & Kitchen,2022-10-07,1,Delivered,440,557,Priscilla,
1346,1579,Sports & Outdoors,2022-10-03,6,Delivered,935,1056,Priscilla,
1347,1580,Personal Care,2022-10-29,15,Delivered,620,794,Priscilla,
1348,1581,Books,2022-10-14,18,Shipped,115,133,Daniel,
1349,1582,Sports & Outdoors,2022-10-11,19,Delivered,565,654,Terrence,
1350,1583,Books,2022-10-18,15,Shipped,1385,1704,Priscilla,
1351,1584,Personal Care,2022-10-30,15,Shipped,685,774,Daniel,
1352,1585,Pets,2022-10-05,3,Shipped,1355,1573,Brian,
1353,1586,Home & Kitchen,2022-10-20,6,Shipped,1395,1597,Priscilla,
1354,1587,Sports & Outdoors,2022-10-27,15,Shipped,1280,1561,Priscilla,
1355,1588,Books,2022-10-03,5,Shipped,1305,1501,Priscilla,
1356,1589,Electronics,2022-10-06,15,Shipped,1385,1626,Priscilla,
1357,1590,Electronics,2022-10-01,15,Delivered,1055,1162,Kelly,
1358,1591,Personal Care,2022-10-06,19,Shipped,200,247,Kelly,
1359,1592,Clothing,2022-10-19,15,Delivered,130,143,Terrence,
1360,1593,Sports & Outdoors,2022-10-31,14,Shipped,70,81,Terrence,
1361,1594,Pets,2022-10-06,5,Shipped,420,477,Terrence,
1362,1595,Sports & Outdoors,2022-10-31,2,Shipped,500,638,Brian,
1363,1596,Books,2022-10-21,6,Shipped,910,1122,Daniel,
1364,1597,Clothing,2022-10-17,2,Delivered,285,352,Terrence,
1365,1598,Sports & Outdoors,2022-10-20,14,Shipped,865,1017,Brian,
1366,1599,Clothing,2022-10-08,5,Delivered,735,885,Kelly,
1367,1600,Books,2022-10-22,9,Shipped,1420,1800,Daniel,
